Player,Runs,Mins,BF,4s,6s,SR,Inns,Opposition,Ground,StartDate,Result
RRPant,38,0,35,2,1,108.57,1,vWestIndies,Kingston,9/7/2017,no
VKohli,36,45,32,4,1,112.5,2,vPakistan,Dhaka,21/03/14,no
MSDhoni,36,47,27,3,0,133.33,1,vEngland,Kanpur,26/01/17,yes
SKRaina,35,50,24,3,1,145.83,1,vEngland,Mumbai,22/12/12,no
SKRaina,35,34,28,4,1,125,2,vPakistan,Dhaka,21/03/14,no
YuvrajSingh,35,30,18,3,3,194.44,2,vSriLanka,Dhaka,1/3/2016,no
MVijay,34,35,19,5,1,178.94,1,vZimbabwe,Harare,17/07/15,no
SKRaina,34,35,23,4,1,147.82,1,vEngland,Kanpur,26/01/17,no
MSDhoni,33,39,23,4,0,143.47,1,vPakistan,Ahmedabad,28/12/12,no
SDhawan,33,40,28,2,2,117.85,2,vEngland,Birmingham,7/9/2014,no
AMRahane,33,44,32,2,0,103.12,1,vZimbabwe,Harare,17/07/15,no
SDhawan,32,40,19,5,0,168.42,2,vAustralia,Rajkot,10/10/2013,no
AMRahane,32,41,30,2,1,106.66,2,vSouthAfrica,Dhaka,4/4/2014,no
RAshwin,31,33,24,5,0,129.16,1,vSriLanka,Pune,9/2/2016,no
IKPathan,31,48,30,2,1,103.33,1,vAustralia,Colombo(RPS),28/09/12,no
RGSharma,31,21,20,4,1,155,1,vAustralia,Adelaide,26/01/16,no
HHPandya,31,25,18,4,1,172.22,1,vBangladesh,Dhaka,24/02/16,no
MandeepSingh,31,0,27,5,0,114.81,2,vZimbabwe,Harare,18/06/16,no
SDhawan,30,35,28,5,0,107.14,2,vPakistan,Dhaka,21/03/14,no
SKRaina,30,0,19,5,0,157.89,1,vSriLanka,Ranchi,12/2/2016,no
MSDhoni,30,0,30,1,1,100,2,vNewZealand,Nagpur,15/03/16,no
SKRaina,30,40,23,1,2,130.43,1,vBangladesh,Bengaluru,23/03/16,no
MKPandey,30,38,26,0,1,115.38,1,vEngland,Nagpur,29/01/17,no
VSehwag,29,38,24,4,0,120.83,2,vPakistan,Colombo(RPS),30/09/12,no
VKohli,29,26,22,2,1,131.81,2,vAustralia,Rajkot,10/10/2013,no
RGSharma,29,41,26,3,0,111.53,1,vSriLanka,Dhaka,6/4/2014,no
VKohli,29,34,26,4,0,111.53,1,vEngland,Kanpur,26/01/17,no
AMRahane,28,31,26,4,0,107.69,1,vPakistan,Ahmedabad,28/12/12,no
MSDhoni,27,35,18,2,1,150,2,vEngland,Birmingham,7/9/2014,no
VKohli,27,31,22,3,0,122.72,1,vPakistan,Ahmedabad,28/12/12,no
HHPandya,27,0,12,1,2,225,1,vSriLanka,Ranchi,12/2/2016,no
YuvrajSingh,27,23,10,1,3,270,1,vEngland,Bengaluru,1/2/2017,no
SKRaina,26,40,19,4,0,136.84,1,vAustralia,Colombo(RPS),28/09/12,no
SKRaina,26,36,19,1,1,136.84,2,vEngland,Pune,20/12/12,no
SDhawan,26,18,9,4,1,288.88,2,vAustralia,Sydney,31/01/16,no
YuvrajSingh,25,19,14,4,1,178.57,2,vU.A.E.,Dhaka,3/3/2016,no
RGSharma,25,48,27,2,0,92.59,1,vSouthAfrica,Colombo(RPS),2/10/2012,no
SKRaina,25,32,20,1,1,125,2,vEngland,Birmingham,7/9/2014,no
AMRahane,25,0,21,3,0,119.04,1,vSriLanka,Ranchi,12/2/2016,no
SKRaina,25,35,26,2,0,96.15,2,vSriLanka,Dhaka,1/3/2016,no
MSDhoni,24,29,21,2,0,114.28,2,vEngland,Pune,20/12/12,no
MSDhoni,24,44,21,2,0,114.28,2,vAustralia,Rajkot,10/10/2013,no
RGSharma,24,28,19,1,1,126.31,1,vEngland,Mumbai,22/12/12,no
RGSharma,24,41,21,1,2,114.28,2,vPakistan,Dhaka,21/03/14,no
MSDhoni,24,36,20,1,1,120,1,vAustralia,Dhaka,30/03/14,no
RGSharma,24,17,13,4,1,184.61,2,vSouthAfrica,Dhaka,4/4/2014,no
STRBinny,24,0,23,2,0,104.34,2,vZimbabwe,Harare,19/07/15,no
YuvrajSingh,24,35,23,1,1,104.34,2,vPakistan,Kolkata,19/03/16,no
VKohli,24,37,24,0,1,100,1,vBangladesh,Bengaluru,23/03/16,no
KLRahul,24,0,18,3,0,133.33,2,vSriLanka,Colombo(RPS),6/9/2017,no
