Player,Runs,Mins,BF,4s,6s,SR,Inns,Opposition,Ground,StartDate,Result
MSDhoni,0,0,0,0,0,0,2,vEngland,Nottingham,30/08/14,no
RAshwin,0,0,0,0,0,0,2,vEngland,Nottingham,30/08/14,no
BKumar,0,0,0,0,0,0,2,vEngland,Nottingham,30/08/14,no
BKumar,0,0,0,0,0,0,2,vEngland,Birmingham,2/9/2014,no
MohammedShami,0,0,0,0,0,0,2,vEngland,Birmingham,2/9/2014,no
RAJadeja,0,0,0,0,0,0,2,vEngland,Birmingham,2/9/2014,no
MSDhoni,0,0,0,0,0,0,2,vEngland,Birmingham,2/9/2014,no
ATRayudu,0,0,0,0,0,0,2,vEngland,Birmingham,2/9/2014,no
RAshwin,0,0,0,0,0,0,2,vEngland,Birmingham,2/9/2014,no
DSKulkarni,0,0,0,0,0,0,2,vEngland,Birmingham,2/9/2014,no
SKRaina,0,0,0,0,0,0,2,vEngland,Birmingham,2/9/2014,no
UTYadav,0,0,0,0,0,0,1,vWestIndies,Delhi,11/10/2014,no
AMishra,0,0,0,0,0,0,1,vWestIndies,Delhi,11/10/2014,no
UTYadav,0,0,0,0,0,0,1,vWestIndies,Dharamsala,17/10/14,no
MohammedShami,0,0,0,0,0,0,1,vWestIndies,Dharamsala,17/10/14,no
ARPatel,0,0,0,0,0,0,1,vWestIndies,Dharamsala,17/10/14,no
BKumar,0,0,0,0,0,0,1,vWestIndies,Dharamsala,17/10/14,no
VRAaron,0,0,0,0,0,0,1,vSriLanka,Cuttack,2/11/2014,no
UTYadav,0,0,0,0,0,0,1,vSriLanka,Cuttack,2/11/2014,no
ISharma,0,0,0,0,0,0,1,vSriLanka,Cuttack,2/11/2014,no
RAshwin,0,0,0,0,0,0,1,vSriLanka,Cuttack,2/11/2014,no
WPSaha,0,0,0,0,0,0,2,vSriLanka,Ahmedabad,6/11/2014,no
UTYadav,0,0,0,0,0,0,2,vSriLanka,Ahmedabad,6/11/2014,no
ARPatel,0,0,0,0,0,0,2,vSriLanka,Ahmedabad,6/11/2014,no
ISharma,0,0,0,0,0,0,2,vSriLanka,Ahmedabad,6/11/2014,no
RAshwin,0,0,0,0,0,0,2,vSriLanka,Ahmedabad,6/11/2014,no
RAshwin,0,0,0,0,0,0,2,vSriLanka,Hyderabad(Deccan),9/11/2014,no
DSKulkarni,0,0,0,0,0,0,2,vSriLanka,Hyderabad(Deccan),9/11/2014,no
UTYadav,0,0,0,0,0,0,2,vSriLanka,Hyderabad(Deccan),9/11/2014,no
ISharma,0,0,0,0,0,0,2,vSriLanka,Hyderabad(Deccan),9/11/2014,no
ARPatel,0,0,0,0,0,0,2,vSriLanka,Hyderabad(Deccan),9/11/2014,no
STRBinny,0,0,0,0,0,0,1,vSriLanka,Kolkata,13/11/14,no
DSKulkarni,0,0,0,0,0,0,1,vSriLanka,Kolkata,13/11/14,no
UTYadav,0,0,0,0,0,0,1,vSriLanka,Kolkata,13/11/14,no
KVSharma,0,0,0,0,0,0,1,vSriLanka,Kolkata,13/11/14,no
ARPatel,0,0,0,0,0,0,1,vSriLanka,Kolkata,13/11/14,no
DSKulkarni,0,0,0,0,0,0,2,vSriLanka,Ranchi,16/11/14,no
KVSharma,0,0,0,0,0,0,2,vSriLanka,Ranchi,16/11/14,no
UTYadav,0,0,0,0,0,0,1,vAustralia,Melbourne,18/01/15,no
SKRaina,0,0,0,0,0,0,1,vAustralia,Sydney,26/01/15,no
MohammedShami,0,0,0,0,0,0,1,vAustralia,Sydney,26/01/15,no
ARPatel,0,0,0,0,0,0,1,vAustralia,Sydney,26/01/15,no
RAJadeja,0,0,0,0,0,0,1,vAustralia,Sydney,26/01/15,no
MSDhoni,0,0,0,0,0,0,1,vAustralia,Sydney,26/01/15,no
ISharma,0,0,0,0,0,0,1,vAustralia,Sydney,26/01/15,no
STRBinny,0,0,0,0,0,0,1,vAustralia,Sydney,26/01/15,no
UTYadav,0,0,0,0,0,0,1,vPakistan,Adelaide,15/02/15,no
MMSharma,0,0,0,0,0,0,1,vPakistan,Adelaide,15/02/15,no
UTYadav,0,0,0,0,0,0,1,vSouthAfrica,Melbourne,22/02/15,no
MMSharma,0,0,0,0,0,0,1,vSouthAfrica,Melbourne,22/02/15,no
RAshwin,0,0,0,0,0,0,2,vU.A.E.,Perth,28/02/15,no
AMRahane,0,0,0,0,0,0,2,vU.A.E.,Perth,28/02/15,no
SKRaina,0,0,0,0,0,0,2,vU.A.E.,Perth,28/02/15,no
BKumar,0,0,0,0,0,0,2,vU.A.E.,Perth,28/02/15,no
UTYadav,0,0,0,0,0,0,2,vU.A.E.,Perth,28/02/15,no
MMSharma,0,0,0,0,0,0,2,vU.A.E.,Perth,28/02/15,no
RAJadeja,0,0,0,0,0,0,2,vU.A.E.,Perth,28/02/15,no
MSDhoni,0,0,0,0,0,0,2,vU.A.E.,Perth,28/02/15,no
UTYadav,0,0,0,0,0,0,2,vWestIndies,Perth,6/3/2015,no
MohammedShami,0,0,0,0,0,0,2,vWestIndies,Perth,6/3/2015,no
MMSharma,0,0,0,0,0,0,2,vWestIndies,Perth,6/3/2015,no
RAshwin,0,0,0,0,0,0,2,vIreland,Hamilton,10/3/2015,no
SKRaina,0,0,0,0,0,0,2,vIreland,Hamilton,10/3/2015,no
UTYadav,0,0,0,0,0,0,2,vIreland,Hamilton,10/3/2015,no
MohammedShami,0,0,0,0,0,0,2,vIreland,Hamilton,10/3/2015,no
MMSharma,0,0,0,0,0,0,2,vIreland,Hamilton,10/3/2015,no
RAJadeja,0,0,0,0,0,0,2,vIreland,Hamilton,10/3/2015,no
MSDhoni,0,0,0,0,0,0,2,vIreland,Hamilton,10/3/2015,no
RAshwin,0,0,0,0,0,0,2,vZimbabwe,Auckland,14/03/15,no
UTYadav,0,0,0,0,0,0,2,vZimbabwe,Auckland,14/03/15,no
MohammedShami,0,0,0,0,0,0,2,vZimbabwe,Auckland,14/03/15,no
MMSharma,0,0,0,0,0,0,2,vZimbabwe,Auckland,14/03/15,no
RAJadeja,0,0,0,0,0,0,2,vZimbabwe,Auckland,14/03/15,no
UTYadav,0,0,0,0,0,0,1,vBangladesh,Melbourne,19/03/15,no
MohammedShami,0,0,0,0,0,0,1,vBangladesh,Melbourne,19/03/15,no
MMSharma,0,0,0,0,0,0,1,vBangladesh,Melbourne,19/03/15,no
UTYadav,0,0,0,0,0,0,1,vBangladesh,Dhaka,24/06/15,no
DSKulkarni,0,0,0,0,0,0,1,vBangladesh,Dhaka,24/06/15,no
RAshwin,0,0,0,0,0,0,1,vBangladesh,Dhaka,24/06/15,no
DSKulkarni,0,0,0,0,0,0,1,vZimbabwe,Harare,10/7/2015,no
HarbhajanSingh,0,0,0,0,0,0,1,vZimbabwe,Harare,10/7/2015,no
BKumar,0,0,0,0,0,0,1,vZimbabwe,Harare,10/7/2015,no
DSKulkarni,0,0,0,0,0,0,1,vZimbabwe,Harare,12/7/2015,no
BKumar,0,0,0,0,0,0,1,vZimbabwe,Harare,14/07/15,no
MMSharma,0,0,0,0,0,0,1,vZimbabwe,Harare,14/07/15,no
ARPatel,0,0,0,0,0,0,1,vZimbabwe,Harare,14/07/15,no
HarbhajanSingh,0,0,0,0,0,0,1,vZimbabwe,Harare,14/07/15,no
RAshwin,0,0,0,0,0,0,2,vSouthAfrica,Kanpur,11/10/2015,no
UTYadav,0,0,0,0,0,0,2,vSouthAfrica,Kanpur,11/10/2015,no
AMishra,0,0,0,0,0,0,2,vSouthAfrica,Rajkot,18/10/15,no
BKumar,0,0,0,0,0,0,2,vSouthAfrica,Rajkot,18/10/15,no
MMSharma,0,0,0,0,0,0,2,vSouthAfrica,Rajkot,18/10/15,no
AMishra,0,0,0,0,0,0,1,vSouthAfrica,Chennai,22/10/15,no
MMSharma,0,0,0,0,0,0,1,vSouthAfrica,Chennai,22/10/15,no
UTYadav,0,0,0,0,0,0,1,vAustralia,Perth,12/1/2016,no
BBSran,0,0,0,0,0,0,1,vAustralia,Perth,12/1/2016,no
AMRahane,0,0,0,0,0,0,1,vAustralia,Perth,12/1/2016,no
RAshwin,0,0,0,0,0,0,1,vAustralia,Perth,12/1/2016,no
MKPandey,0,0,0,0,0,0,1,vAustralia,Perth,12/1/2016,no
BKumar,0,0,0,0,0,0,1,vAustralia,Perth,12/1/2016,no
BBSran,0,0,0,0,0,0,1,vAustralia,Brisbane,15/01/16,no
ISharma,0,0,0,0,0,0,1,vAustralia,Brisbane,15/01/16,no
ISharma,0,0,0,0,0,0,1,vAustralia,Melbourne,17/01/16,no
BBSran,0,0,0,0,0,0,1,vAustralia,Melbourne,17/01/16,no
UTYadav,0,0,0,0,0,0,1,vAustralia,Melbourne,17/01/16,no
UTYadav,0,0,0,0,0,0,2,vAustralia,Sydney,23/01/16,no
RAJadeja,0,0,0,0,0,0,2,vAustralia,Sydney,23/01/16,no
ISharma,0,0,0,0,0,0,2,vAustralia,Sydney,23/01/16,no
JJBumrah,0,0,0,0,0,0,2,vAustralia,Sydney,23/01/16,no
RDhawan,0,0,0,0,0,0,2,vAustralia,Sydney,23/01/16,no
DSKulkarni,0,0,0,0,0,0,2,vZimbabwe,Harare,11/6/2016,no
BBSran,0,0,0,0,0,0,2,vZimbabwe,Harare,11/6/2016,no
MKPandey,0,0,0,0,0,0,2,vZimbabwe,Harare,11/6/2016,no
ARPatel,0,0,0,0,0,0,2,vZimbabwe,Harare,11/6/2016,no
KMJadhav,0,0,0,0,0,0,2,vZimbabwe,Harare,11/6/2016,no
JJBumrah,0,0,0,0,0,0,2,vZimbabwe,Harare,11/6/2016,no
MSDhoni,0,0,0,0,0,0,2,vZimbabwe,Harare,11/6/2016,no
YSChahal,0,0,0,0,0,0,2,vZimbabwe,Harare,11/6/2016,no
YSChahal,0,0,0,0,0,0,2,vZimbabwe,Harare,13/06/16,no
JJBumrah,0,0,0,0,0,0,2,vZimbabwe,Harare,13/06/16,no
DSKulkarni,0,0,0,0,0,0,2,vZimbabwe,Harare,13/06/16,no
BBSran,0,0,0,0,0,0,2,vZimbabwe,Harare,13/06/16,no
ARPatel,0,0,0,0,0,0,2,vZimbabwe,Harare,13/06/16,no
KMJadhav,0,0,0,0,0,0,2,vZimbabwe,Harare,13/06/16,no
MSDhoni,0,0,0,0,0,0,2,vZimbabwe,Harare,13/06/16,no
JJBumrah,0,0,0,0,0,0,2,vZimbabwe,Harare,15/06/16,no
KMJadhav,0,0,0,0,0,0,2,vZimbabwe,Harare,15/06/16,no
MSDhoni,0,0,0,0,0,0,2,vZimbabwe,Harare,15/06/16,no
ATRayudu,0,0,0,0,0,0,2,vZimbabwe,Harare,15/06/16,no
YSChahal,0,0,0,0,0,0,2,vZimbabwe,Harare,15/06/16,no
BBSran,0,0,0,0,0,0,2,vZimbabwe,Harare,15/06/16,no
DSKulkarni,0,0,0,0,0,0,2,vZimbabwe,Harare,15/06/16,no
ARPatel,0,0,0,0,0,0,2,vZimbabwe,Harare,15/06/16,no
MKPandey,0,0,0,0,0,0,2,vZimbabwe,Harare,15/06/16,no
JJBumrah,0,0,0,0,0,0,2,vNewZealand,Dharamsala,16/10/16,no
AMishra,0,0,0,0,0,0,2,vNewZealand,Dharamsala,16/10/16,no
UTYadav,0,0,0,0,0,0,2,vNewZealand,Dharamsala,16/10/16,no
ARPatel,0,0,0,0,0,0,2,vNewZealand,Dharamsala,16/10/16,no
HHPandya,0,0,0,0,0,0,2,vNewZealand,Dharamsala,16/10/16,no
HHPandya,0,0,0,0,0,0,2,vNewZealand,Mohali,23/10/16,no
JJBumrah,0,0,0,0,0,0,2,vNewZealand,Mohali,23/10/16,no
KMJadhav,0,0,0,0,0,0,2,vNewZealand,Mohali,23/10/16,no
AMishra,0,0,0,0,0,0,2,vNewZealand,Mohali,23/10/16,no
UTYadav,0,0,0,0,0,0,2,vNewZealand,Mohali,23/10/16,no
ARPatel,0,0,0,0,0,0,2,vNewZealand,Mohali,23/10/16,no
JJBumrah,0,0,0,0,0,0,1,vNewZealand,Visakhapatnam,29/10/16,no
AMishra,0,0,0,0,0,0,1,vNewZealand,Visakhapatnam,29/10/16,no
UTYadav,0,0,0,0,0,0,1,vNewZealand,Visakhapatnam,29/10/16,no
JJBumrah,0,0,0,0,0,0,2,vEngland,Pune,15/01/17,no
UTYadav,0,0,0,0,0,0,2,vEngland,Pune,15/01/17,no
RAshwin,0,0,0,0,0,0,1,vEngland,Cuttack,19/01/17,no
JJBumrah,0,0,0,0,0,0,1,vEngland,Cuttack,19/01/17,no
BKumar,0,0,0,0,0,0,1,vEngland,Cuttack,19/01/17,no
BKumar,0,0,0,0,0,0,1,vPakistan,Birmingham,4/6/2017,no
UTYadav,0,0,0,0,0,0,1,vPakistan,Birmingham,4/6/2017,no
RAJadeja,0,0,0,0,0,0,1,vPakistan,Birmingham,4/6/2017,no
JJBumrah,0,0,0,0,0,0,1,vPakistan,Birmingham,4/6/2017,no
MSDhoni,0,0,0,0,0,0,1,vPakistan,Birmingham,4/6/2017,no
KMJadhav,0,0,0,0,0,0,1,vPakistan,Birmingham,4/6/2017,no
BKumar,0,0,0,0,0,0,1,vSriLanka,TheOval,8/6/2017,no
UTYadav,0,0,0,0,0,0,1,vSriLanka,TheOval,8/6/2017,no
JJBumrah,0,0,0,0,0,0,1,vSriLanka,TheOval,8/6/2017,no
KMJadhav,0,0,0,0,0,0,2,vSouthAfrica,TheOval,11/6/2017,no
RAshwin,0,0,0,0,0,0,2,vSouthAfrica,TheOval,11/6/2017,no
BKumar,0,0,0,0,0,0,2,vSouthAfrica,TheOval,11/6/2017,no
HHPandya,0,0,0,0,0,0,2,vSouthAfrica,TheOval,11/6/2017,no
JJBumrah,0,0,0,0,0,0,2,vSouthAfrica,TheOval,11/6/2017,no
RAJadeja,0,0,0,0,0,0,2,vSouthAfrica,TheOval,11/6/2017,no
MSDhoni,0,0,0,0,0,0,2,vSouthAfrica,TheOval,11/6/2017,no
YuvrajSingh,0,0,0,0,0,0,2,vBangladesh,Birmingham,15/06/17,no
KMJadhav,0,0,0,0,0,0,2,vBangladesh,Birmingham,15/06/17,no
RAshwin,0,0,0,0,0,0,2,vBangladesh,Birmingham,15/06/17,no
BKumar,0,0,0,0,0,0,2,vBangladesh,Birmingham,15/06/17,no
HHPandya,0,0,0,0,0,0,2,vBangladesh,Birmingham,15/06/17,no
JJBumrah,0,0,0,0,0,0,2,vBangladesh,Birmingham,15/06/17,no
RAJadeja,0,0,0,0,0,0,2,vBangladesh,Birmingham,15/06/17,no
MSDhoni,0,0,0,0,0,0,2,vBangladesh,Birmingham,15/06/17,no
UTYadav,0,0,0,0,0,0,1,vWestIndies,PortofSpain,23/06/17,no
KMJadhav,0,0,0,0,0,0,1,vWestIndies,PortofSpain,23/06/17,no
KuldeepYadav,0,0,0,0,0,0,1,vWestIndies,PortofSpain,23/06/17,no
BKumar,0,0,0,0,0,0,1,vWestIndies,PortofSpain,23/06/17,no
HHPandya,0,0,0,0,0,0,1,vWestIndies,PortofSpain,23/06/17,no
RAshwin,0,0,0,0,0,0,1,vWestIndies,PortofSpain,23/06/17,no
UTYadav,0,0,0,0,0,0,1,vWestIndies,PortofSpain,25/06/17,no
KuldeepYadav,0,0,0,0,0,0,1,vWestIndies,PortofSpain,25/06/17,no
BKumar,0,0,0,0,0,0,1,vWestIndies,PortofSpain,25/06/17,no
RAshwin,0,0,0,0,0,0,1,vWestIndies,PortofSpain,25/06/17,no
RAshwin,0,0,0,0,0,0,1,vWestIndies,NorthSound,30/06/17,no
UTYadav,0,0,0,0,0,0,1,vWestIndies,NorthSound,30/06/17,no
KuldeepYadav,0,0,0,0,0,0,1,vWestIndies,NorthSound,30/06/17,no
HHPandya,0,0,0,0,0,0,1,vWestIndies,NorthSound,30/06/17,no
BKumar,0,0,0,0,0,0,1,vWestIndies,NorthSound,30/06/17,no
UTYadav,0,0,0,0,0,0,2,vWestIndies,Kingston,6/7/2017,no
MohammedShami,0,0,0,0,0,0,2,vWestIndies,Kingston,6/7/2017,no
RAJadeja,0,0,0,0,0,0,2,vWestIndies,Kingston,6/7/2017,no
KuldeepYadav,0,0,0,0,0,0,2,vWestIndies,Kingston,6/7/2017,no
HHPandya,0,0,0,0,0,0,2,vWestIndies,Kingston,6/7/2017,no
MSDhoni,0,0,0,0,0,0,2,vWestIndies,Kingston,6/7/2017,no
KMJadhav,0,0,0,0,0,0,2,vWestIndies,Kingston,6/7/2017,no
YSChahal,0,0,0,0,0,0,2,vSriLanka,Dambulla,20/08/17,no
ARPatel,0,0,0,0,0,0,2,vSriLanka,Dambulla,20/08/17,no
HHPandya,0,0,0,0,0,0,2,vSriLanka,Dambulla,20/08/17,no
KMJadhav,0,0,0,0,0,0,2,vSriLanka,Dambulla,20/08/17,no
JJBumrah,0,0,0,0,0,0,2,vSriLanka,Dambulla,20/08/17,no
BKumar,0,0,0,0,0,0,2,vSriLanka,Dambulla,20/08/17,no
MSDhoni,0,0,0,0,0,0,2,vSriLanka,Dambulla,20/08/17,no
KLRahul,0,0,0,0,0,0,2,vSriLanka,Dambulla,20/08/17,no
YSChahal,0,0,0,0,0,0,2,vSriLanka,Pallekele,24/08/17,no
JJBumrah,0,0,0,0,0,0,2,vSriLanka,Pallekele,24/08/17,no
YSChahal,0,0,0,0,0,0,2,vSriLanka,Pallekele,27/08/17,no
ARPatel,0,0,0,0,0,0,2,vSriLanka,Pallekele,27/08/17,no
HHPandya,0,0,0,0,0,0,2,vSriLanka,Pallekele,27/08/17,no
JJBumrah,0,0,0,0,0,0,2,vSriLanka,Pallekele,27/08/17,no
BKumar,0,0,0,0,0,0,2,vSriLanka,Pallekele,27/08/17,no
SNThakur,0,0,0,0,0,0,1,vSriLanka,Colombo(RPS),31/08/17,no
ARPatel,0,0,0,0,0,0,1,vSriLanka,Colombo(RPS),31/08/17,no
KuldeepYadav,0,0,0,0,0,0,1,vSriLanka,Colombo(RPS),31/08/17,no
JJBumrah,0,0,0,0,0,0,1,vSriLanka,Colombo(RPS),31/08/17,no
BKumar,0,0,0,0,0,0,2,vSriLanka,Colombo(RPS),3/9/2017,no
YSChahal,0,0,0,0,0,0,2,vSriLanka,Colombo(RPS),3/9/2017,no
SNThakur,0,0,0,0,0,0,2,vSriLanka,Colombo(RPS),3/9/2017,no
KuldeepYadav,0,0,0,0,0,0,2,vSriLanka,Colombo(RPS),3/9/2017,no
JJBumrah,0,0,0,0,0,0,2,vSriLanka,Colombo(RPS),3/9/2017,no
JJBumrah,0,0,0,0,0,0,1,vAustralia,Chennai,17/09/17,no
YSChahal,0,0,0,0,0,0,1,vAustralia,Chennai,17/09/17,no
